name,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
Pf7G8_060022500,-245.3525795675088,-224.62588371101643,-254.9532807799694,-243.59140566023842,-272.5706399979967,-264.1018033743451,-246.1519174741875,-267.77042108698794,-253.94956514834269,-224.97277681245706,-252.57650838008658,-245.5082402405876,-248.60481596219077,-243.04074912704306,-251.7394143075004,-220.8247522215605,-227.70224350189122,-182.98410826225222,-234.49129157846144,-251.01517981394713,-258.95572017352697,-224.62588371101643,-234.03383643613256,-230.18722140669792,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643,-224.62588371101643
Pf7G8_070018300,-240.5949483476899,-237.36371633070095,-256.18229776867844,-241.04238376588262,-284.05759553816756,-266.19937651494956,-240.6666440778925,-260.12125761736854,-261.09099252420884,-234.5364876829894,-248.4129255444344,-267.78467693079824,-248.481167158791,-242.44240849839505,-247.46371011014284,-248.13184563796614,-269.0816186588258,-271.2846777220074,-191.6877743701029,-249.9797702906659,-251.9139326004932,-237.36371633070095,-234.39120566940258,-230.67157214028836,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095,-237.36371633070095
PfCD01_060023000,-253.78621330360727,-232.94516576128783,-261.23476600570126,-252.315342974065,-279.25086685647943,-267.9625520257688,-253.39305220944874,-274.2349123566655,-264.063988664542,-235.10502318877542,-256.5665358374908,-256.07109283339463,-252.31908864613615,-255.91739284184416,-262.7496464917619,-231.02549049505703,-238.59578487351953,-182.36339114495604,-247.59819977644477,-257.67021675257655,-262.69742218095115,-232.94516576128783,-244.07849801121816,-245.04879548801293,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783,-232.94516576128783
PfCD01_080014000,-244.47436683915402,-241.61471140586136,-249.9737500366146,-261.11494932199764,-275.37599802433255,-252.510064376591,-244.3399604574931,-259.043868777665,-258.15189188971254,-254.72984476632647,-248.70055828144584,-264.4787393143292,-242.450614262266,-269.45489413941027,-245.09907449159675,-280.1985135992713,-263.9220245586869,-283.77397241565143,-246.40310867973946,-244.8341948659524,-268.01777732159,-241.61471140586136,-250.2670119692961,-249.37417276939163,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136,-241.61471140586136
PfCD01_080013700,-232.9757027820766,-222.3874695313224,-241.18301345440818,-234.79878614317863,-268.7096049915171,-258.54944575262823,-230.24657198589333,-251.28836305405562,-232.82828705779178,-214.2367179088743,-240.03649731368728,-252.71930107049047,-235.56615455351536,-228.38367428090012,-230.25168702496777,-241.3457608723884,-253.67227468230152,-261.3205924246378,-217.22125172373856,-235.40576662487538,-239.93354308105285,-222.3874695313224,-207.3810253438732,-200.70552934345943,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224,-222.3874695313224
PfCD01_080014700,-255.69343544688095,-267.74712535641095,-272.2854936837085,-297.43111019730793,-305.5085046756173,-264.23411595671934,-265.0587181701314,-267.6700156075544,-264.39877806682694,-281.3745718458204,-279.24103164279626,-287.9298720818441,-263.4133699328017,-298.2850397013742,-278.4688356333425,-308.08633740510726,-279.44098832468296,-315.9309954587665,-279.1503280926152,-266.37114236347867,-299.0924577288808,-267.74712535641095,-284.6015559876079,-282.7863714540356,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095,-267.74712535641095
PfCD01_070016300,-232.6511977453014,-239.2581443529708,-236.3684695848506,-268.7382265492211,-265.9035097142923,-249.96248415980853,-240.2114438308097,-256.1035449890997,-234.45105398220952,-263.2332179983153,-243.4486850044093,-253.16367686754703,-239.99266677269483,-275.55479311265344,-250.3882537953578,-275.8464142089412,-245.35395962651978,-287.55391028009035,-266.336365693519,-227.71935194462156,-271.641185204318,-239.2581443529708,-252.9025877954239,-259.3091811638485,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708,-239.2581443529708
PfCD01_040018200,-262.2282361077766,-275.9756959556067,-267.0944468262933,-301.63493142893066,-298.73010468180223,-284.6777829841131,-273.5873962806181,-273.61351500491145,-280.72557918034255,-306.92298825067644,-283.90939085542215,-272.47013857445154,-277.5171982542737,-322.2566263860641,-271.6552720593031,-324.5962647904043,-301.18393722109136,-339.85728826385775,-305.04893141497746,-264.1307486914558,-322.54533792037057,-275.9756959556067,-292.18108585694375,-292.1005557518798,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067,-275.9756959556067
PfCD01_070015700,-229.32124568136106,-217.2396633454198,-237.98202444696733,-240.25264846219434,-260.5305051513647,-256.6031954681746,-231.0945060474893,-254.50662697679164,-235.8498067910747,-213.69900858919118,-236.77939177718136,-223.96393982669292,-228.47430081976063,-232.30139151139235,-228.6261792378164,-199.22002092390744,-221.65032626599296,-217.7689699164285,-220.92394493683327,-238.6706619243985,-236.72279411978926,-217.2396633454198,-219.9598712725364,-220.6652724963639,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198,-217.2396633454198
PfCD01_070016800,-241.3302431216529,-245.02664492211224,-253.40217683039702,-242.96748865126935,-284.2361596069168,-262.6541145128204,-237.88229700174512,-267.4847731286903,-257.2285135424344,-260.39765486241345,-245.81949375753834,-265.74422855123765,-245.8627954711905,-260.9481262482618,-259.8861522227213,-270.94837425628447,-266.3507081139807,-290.20900912498087,-257.79393415822256,-251.7558243250351,-279.2316914961686,-245.02664492211224,-257.58694638557745,-261.0704861862233,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224,-245.02664492211224
PfCD01_120045700,-257.18025220853974,-266.47542738889905,-256.87331217440965,-285.1944482917233,-277.1292857754637,-263.20990425890324,-258.77311567419855,-255.93537042308483,-278.18640843162456,-291.48875319268444,-257.9209530860782,-266.9058677655434,-280.1559559163262,-307.1537737314915,-266.44412964221823,-308.5861432563844,-282.1694880792846,-315.5951908303447,-286.01190767737177,-249.395686792902,-301.92932826559166,-266.47542738889905,-281.6041269901045,-275.42721661509023,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905,-266.47542738889905
PfCD01_040026200,-251.3385019916398,-231.08856834933692,-257.3052094041514,-250.89318179264785,-278.02736314050327,-266.3935242926181,-249.9306647796426,-273.9555516410857,-258.3755400047025,-233.87747541371252,-256.4984372084518,-251.19315555695832,-252.11778721494335,-251.96401354628762,-254.81414826112993,-227.54066375111293,-233.55606498736668,-184.67117347665575,-241.37451774878718,-257.0222056977651,-264.42353382681415,-231.08856834933692,-242.01855089433764,-238.57338039051356,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692,-231.08856834933692
PfCD01_040026500,-248.428242975872,-233.619724366866,-247.99355484265746,-242.8008620775844,-277.12198994025067,-263.53893962943755,-245.74702748202037,-264.7482547332235,-246.79928968442496,-217.1965774448133,-250.89426119654408,-270.66027523169316,-243.37363520585515,-235.14887711364472,-243.0194073746176,-250.15823274417306,-265.0984021242863,-251.17020423955015,-227.62386881654675,-249.14164591157154,-244.9191498246509,-233.619724366866,-230.18932215060966,-223.07308123911292,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866,-233.619724366866
PfCD01_070016000,-244.64300802548902,-244.029398823947,-254.69082565027313,-243.23862829273648,-278.8298129892108,-268.6685112195395,-233.89693568446881,-261.29537650233016,-259.6479815759137,-240.43553087332236,-241.89182176289054,-280.6613110413398,-250.57009864314904,-236.96479386103775,-250.0759522463508,-258.35021087073204,-276.06277514181926,-280.7635360811642,-236.48774403373866,-248.43313060667973,-257.18933287083127,-244.029398823947,-230.74684709682393,-241.2611722719731,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947,-244.029398823947
PfCD01_040017400,-238.29259599727007,-239.32661083411273,-247.5985718997354,-247.6029079257365,-277.0399571408116,-255.92016992908052,-240.69490406986674,-260.80353174475067,-244.35588160600855,-240.41656002368876,-247.27728976010104,-258.7171014565527,-240.88450486261527,-260.81861773485775,-246.28512297254122,-263.26260018908937,-264.91086845767785,-290.9135348514412,-239.57144865213863,-236.05421906410757,-255.4850904469525,-239.32661083411273,-241.54990908376251,-244.90375906176916,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273,-239.32661083411273
PfDd2_080014300,-256.4219611994685,-270.4836608185547,-273.8918474258789,-303.94719094605654,-296.27939619006037,-259.44843888982416,-274.23289273667984,-291.94639454687183,-266.71252552416223,-299.4926992490068,-283.8608110499555,-296.40854623818666,-276.58775442410155,-315.98734154280334,-285.0913748498121,-322.0601267197131,-290.8121031553344,-332.63331070436476,-294.1746689362218,-263.4033110855709,-313.0428272116226,-270.4836608185547,-292.77995770435666,-294.8268984779977,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547,-270.4836608185547
PfDd2_060022300,-238.479785120197,-246.61056202632827,-250.24559247697155,-267.82212550348095,-278.5502160907155,-241.43772914556217,-242.76178249117936,-274.21845711748193,-253.75579655528017,-259.83790275093725,-254.6496012913279,-274.7126540275441,-253.08811379682336,-276.2946098018165,-245.64427748815342,-279.8728599888827,-276.4334873284664,-302.30898515116553,-256.35646054099004,-244.1973886320235,-278.14430125656713,-246.61056202632827,-248.89249298569112,-249.25866019825187,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827,-246.61056202632827
PfDd2_080013900,-266.12957048296687,-281.21734064246414,-269.30112396805106,-311.62835926622944,-297.1456751436944,-198.72858219753635,-276.658752381188,-299.0097356898738,-284.8962787244381,-306.81179198439435,-288.8013184811538,-308.0811923770325,-287.2510161235539,-329.9003764883264,-286.1721634165054,-329.53686228163804,-294.1393957186917,-334.03132238016406,-302.85894989793707,-270.65439482998715,-325.1805162540662,-281.21734064246414,-299.39285997593703,-299.94269894694423,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414,-281.21734064246414
PfDd2_120045900,-250.58889795457014,-249.55014633853457,-241.7252557550845,-242.15045957893093,-280.01081138443686,-269.26874933865594,-229.21945628031523,-271.65660920698275,-263.7203992707441,-260.904352059042,-238.8692516542994,-281.52431510844445,-259.9860028131649,-264.0703576861542,-246.962964888105,-270.4396510910165,-276.63487021772784,-293.1372044129883,-261.0162500570213,-245.7171317810591,-277.47584404408065,-249.55014633853457,-259.3426971479811,-253.58545166311606,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457,-249.55014633853457
PfDd2_120045700,-261.1776317544522,-271.7968513742253,-253.81643525251187,-275.48612732961067,-284.75119943038027,-266.9347851346246,-258.1579449722591,-280.75051311780715,-269.2680452543609,-294.40881133587294,-258.6394437796659,-284.9632552600285,-266.1663594368739,-299.86025852534414,-275.7539182019404,-307.05236063231206,-288.70430274267534,-329.10056296276366,-295.4022875049946,-261.63652550169456,-311.883485037268,-271.7968513742253,-294.76546633155385,-288.4094214208923,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253,-271.7968513742253
PfDd2_080014100,-251.7772585030243,-266.5464492399499,-255.8631405985799,-294.14864610903254,-272.44788288426014,-262.7988764481043,-258.13996998428223,-283.20515580575216,-245.55036510691596,-291.69481332698734,-273.49409327500433,-289.58257874225114,-262.3261650220191,-305.9357076248443,-276.354505004092,-311.69259195585715,-276.8495597937881,-327.63308060699546,-297.44354787260653,-263.45648792746556,-304.8967045373905,-266.5464492399499,-284.5380950081064,-279.1355596029035,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499,-266.5464492399499
PfDd2_040026300,-256.3949514489111,-249.51511163940657,-260.7870559280664,-237.94146936274032,-286.58534691072236,-282.77908990901585,-249.14644098426854,-282.2469548467162,-270.4025149589428,-244.61249028854283,-247.6284469441174,-289.02302844503663,-264.46208928181443,-244.22646251416236,-248.0384671568107,-267.397095537908,-289.54310266211724,-285.1319778690454,-244.69746427532698,-264.88208445368065,-277.2133236823627,-249.51511163940657,-248.16091591968993,-238.17684004752576,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657,-249.51511163940657
PfDd2_040025900,-248.8920589666927,-235.23869796343496,-255.27778028640316,-236.62054857897508,-280.26499172124085,-271.9701529500378,-240.9097385655496,-269.47465742996894,-255.16578609826044,-225.2251402259568,-248.23515690316768,-273.46804647314013,-248.38123653517616,-166.88538691160483,-255.86428418515476,-247.16306385967502,-270.21226403747767,-264.6992328784409,-227.72053597357495,-256.1543754693398,-249.5015404110944,-235.23869796343496,-239.14706348978189,-234.06343509580833,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496,-235.23869796343496
PfDd2_120046200,-246.9643489958448,-245.95498356002673,-250.20110137595205,-242.57908383336317,-268.9274958695353,-264.9801330404562,-243.29908670680848,-268.31821849440047,-259.20413946711557,-245.40374661574677,-248.74595512576025,-268.6386119533627,-253.04439671121344,-258.26800735045816,-242.96111349983843,-266.81240619145467,-282.1216498266386,-286.9353063802086,-241.72161464911252,-250.92983143125934,-272.59751020466217,-245.95498356002673,-246.59974697705476,-243.08447254159324,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673,-245.95498356002673
PfDd2_070016500,-240.71485516100296,-233.19532558913173,-256.24561875650187,-241.9832917849887,-284.62756481813204,-265.95517325011645,-240.61232749526354,-258.6980183102191,-260.78656493839856,-233.87698024170592,-246.794024354896,-267.3984425711786,-249.21419865423854,-241.53202117063472,-245.4906114631059,-247.75728015455786,-269.0461704542665,-270.9933232710665,-190.21622963912873,-249.54165529399273,-251.94865816867744,-233.19532558913173,-234.0176536058807,-230.64469180759156,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173,-233.19532558913173
PfGA01_060022400,-249.04397560587077,-235.12714338585977,-254.6451846952824,-236.02410826481494,-279.5742051802301,-271.3565935709609,-240.9005542999179,-268.65139106893156,-254.63292775436875,-224.4002526048787,-247.8765824830712,-272.14234959434185,-248.5487954165071,-165.34011400661393,-255.34853753677157,-247.34252418524395,-270.15041485802664,-264.6287051185429,-228.19280755519384,-255.44814334526063,-247.55681170558725,-235.12714338585977,-238.59245574772194,-233.38010100099586,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977,-235.12714338585977
PfGA01_080012300,-247.5070938428002,-256.23474825486846,-254.13583101223773,-298.78150446082526,-272.712690081994,-281.63265781632106,-264.88864565562466,-263.1941360060657,-255.02948665960147,-287.0620597083914,-275.5457560583328,-249.81229932691463,-238.02738699877477,-308.8558553067544,-264.50929704112855,-262.74336545658815,-235.79894629123078,-281.6388673549926,-292.5016683978773,-261.51667574261324,-301.3334083106774,-256.23474825486846,-286.155522387655,-290.5753661439193,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846,-256.23474825486846
PfGA01_040025200,-235.37926467102668,-226.74141949190542,-241.08690374203607,-235.84700591595404,-267.95729623878645,-259.61273240080214,-232.50465343010916,-254.85560233135843,-239.61156734547444,-216.36653907248603,-238.95797118674423,-255.19020813003567,-242.93185585487615,-236.0810714982262,-237.17287591473658,-246.89860833795382,-258.34263174605627,-266.31145088400314,-225.12299110613213,-232.47763671545582,-233.98348733169797,-226.74141949190542,-215.69211602380983,-222.01816888791362,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542,-226.74141949190542
PfGA01_120046300,-292.9781333172637,-313.75317341277446,-300.9965856526057,-347.91458353667304,-315.02758064001273,-287.0237193490858,-303.4195891969078,-316.67489924255875,-304.3956167999026,-343.7843360951474,-330.46010527107234,-309.1270593797865,-300.33527497527757,-364.72456361987884,-318.48675134985535,-362.6227990620531,-326.3804764932234,-375.29637360118164,-345.03983492102793,-306.091410086165,-359.3921179020603,-313.75317341277446,-339.5021606113817,-333.06434628627557,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446
PfGA01_040017300,-246.6620025635173,-267.89725296391737,-260.09870377117005,-290.2866793745664,-272.52177285384596,-263.55831766344744,-252.691398965979,-280.6709684819257,-262.38660986458046,-296.21303207433164,-255.84108929584815,-290.0044391400243,-259.264455092641,-311.77777883126225,-262.7314594317001,-313.10662529325475,-284.1112057769252,-333.2231664671373,-292.86333933003175,-261.28966081693426,-312.08350752067673,-267.89725296391737,-285.57403559667534,-285.9401802870272,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737,-267.89725296391737
PfGA01_070015100,-254.95476042528836,-265.89839821091954,-244.65866491367288,-292.42633085837286,-294.38302206315393,-282.29501970733196,-259.36059414388956,-258.8861813727023,-263.42535509542,-286.0501086836024,-273.503757884283,-286.9305035959516,-256.7349159893938,-296.19016616211684,-274.71180789106853,-306.1132017630539,-284.9319901248294,-321.50051264513826,-286.46234745643636,-269.1997012285045,-305.35306298723293,-265.89839821091954,-282.08694027984575,-282.1495522547374,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954,-265.89839821091954
PfGA01_120045900,-292.9781333172637,-313.75317341277446,-300.9965856526057,-347.91458353667304,-315.02758064001273,-287.0237193490858,-303.4195891969078,-316.67489924255875,-304.3956167999026,-343.7843360951474,-330.46010527107234,-309.1270593797865,-300.33527497527757,-364.72456361987884,-318.48675134985535,-362.6227990620531,-326.3804764932234,-375.29637360118164,-345.03983492102793,-306.091410086165,-359.3921179020603,-313.75317341277446,-339.5021606113817,-333.06434628627557,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446,-313.75317341277446
PfGA01_080012500,-228.05177906871262,-235.60472545384084,-233.92995636366547,-270.7862364634502,-259.68769632992866,-253.2265251676104,-238.0301092010517,-227.40473743312805,-230.4643861574975,-256.26545604439013,-255.0503159206101,-250.09806049027034,-229.38363226999613,-281.31853252850055,-235.2717929427573,-280.6565949224183,-255.11894504568826,-299.0315677612111,-255.54446983233836,-229.36606367819277,-275.77776441216537,-235.60472545384084,-254.25975695559632,-253.3681862542067,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084,-235.60472545384084
PfGA01_080012800,-262.38001850157235,-277.7802996755916,-271.5552264772677,-311.80726855980845,-300.5639391957423,-253.37075111878988,-275.2238711721726,-304.34108590102755,-274.66606125741833,-304.50676408252997,-287.6096622052533,-293.17608717365823,-284.2785947083142,-327.70966545724093,-276.23294041649785,-322.56925778051016,-285.9495850251756,-342.3093703793006,-300.3511508577425,-268.48709892124265,-321.87837569387307,-277.7802996755916,-297.36485528477664,-296.90543853631016,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916,-277.7802996755916
PfGA01_040025800,-218.41735324904008,-203.66341621953896,-228.51165776677794,-222.16542082471324,-251.18629079478256,-245.51929221068718,-219.85905926251232,-242.83033004213408,-224.96555173570158,-200.13682355969917,-226.00546364268104,-217.39494604728014,-219.9676771147462,-217.83536778998757,-227.17533218897168,-189.80147944917604,-204.92338846351666,-202.818648077832,-209.5829225006083,-225.09082727541545,-229.36145087565865,-203.66341621953896,-206.20276682380154,-206.61449203873156,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896,-203.66341621953896
PfGA01_070015900,-247.5895250947386,-240.4434032895418,-253.98937237837526,-246.25612359791208,-280.1310241029781,-267.02080621551625,-243.54438812460947,-271.0995588103451,-255.09498849700094,-228.83230005202122,-249.43130299639094,-271.2201667759813,-253.49457751047643,-243.52794842715372,-253.60333440771174,-255.3170981086141,-275.6048984910396,-289.1666944293612,-231.65941034595176,-250.75305708778356,-247.23266814833488,-240.4434032895418,-229.6456816182804,-233.462027844713,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418,-240.4434032895418
